strategy_idx,strategy_name,trades,trades_per_day,win_rate,total_return,annual_return,avg_return,avg_bars_held,sr_period,min_touches,bounce_threshold,exit_threshold
245,SPY_15m_compiled_strategy_245,705,2.303921568627451,0.4581560283687943,-0.054417203063414576,-0.06460653665445337,-7.48508259356782e-05,2.321985815602837,50.0,3.0,0.004,0.0012
246,SPY_15m_compiled_strategy_246,618,2.019607843137255,0.46440129449838186,-0.015405275355081072,-0.018360620320674204,-2.1516716713899247e-05,2.2766990291262137,50.0,3.0,0.004,0.0014
247,SPY_15m_compiled_strategy_247,591,1.9313725490196079,0.47715736040609136,-0.006147354060087484,-0.007333276331231375,-6.746775873509843e-06,2.22165820642978,50.0,3.0,0.004,0.0015
248,SPY_15m_compiled_strategy_248,545,1.7810457516339868,0.46788990825688076,-0.015033613121951284,-0.01791830949667672,-2.4025960635438852e-05,2.2495412844036697,50.0,3.0,0.004,0.0016
249,SPY_15m_compiled_strategy_249,480,1.5686274509803921,0.4479166666666667,-0.039345065664292855,-0.04678253410385058,-8.010216698482461e-05,2.283333333333333,50.0,3.0,0.004,0.0018
270,SPY_15m_compiled_strategy_270,705,2.303921568627451,0.4581560283687943,-0.054417203063414576,-0.06460653665445337,-7.48508259356782e-05,2.321985815602837,50.0,4.0,0.0045,0.0012
271,SPY_15m_compiled_strategy_271,618,2.019607843137255,0.46440129449838186,-0.015405275355081072,-0.018360620320674204,-2.1516716713899247e-05,2.2766990291262137,50.0,4.0,0.0045,0.0014
272,SPY_15m_compiled_strategy_272,591,1.9313725490196079,0.47715736040609136,-0.006147354060087484,-0.007333276331231375,-6.746775873509843e-06,2.22165820642978,50.0,4.0,0.0045,0.0015
273,SPY_15m_compiled_strategy_273,545,1.7810457516339868,0.46788990825688076,-0.015033613121951284,-0.01791830949667672,-2.4025960635438852e-05,2.2495412844036697,50.0,4.0,0.0045,0.0016
274,SPY_15m_compiled_strategy_274,480,1.5686274509803921,0.4479166666666667,-0.039345065664292855,-0.04678253410385058,-8.010216698482461e-05,2.283333333333333,50.0,4.0,0.0045,0.0018
295,SPY_15m_compiled_strategy_295,705,2.303921568627451,0.4581560283687943,-0.054417203063414576,-0.06460653665445337,-7.48508259356782e-05,2.321985815602837,50.0,5.0,0.005,0.0012
296,SPY_15m_compiled_strategy_296,618,2.019607843137255,0.46440129449838186,-0.015405275355081072,-0.018360620320674204,-2.1516716713899247e-05,2.2766990291262137,50.0,5.0,0.005,0.0014
297,SPY_15m_compiled_strategy_297,591,1.9313725490196079,0.47715736040609136,-0.006147354060087484,-0.007333276331231375,-6.746775873509843e-06,2.22165820642978,50.0,5.0,0.005,0.0015
298,SPY_15m_compiled_strategy_298,545,1.7810457516339868,0.46788990825688076,-0.015033613121951284,-0.01791830949667672,-2.4025960635438852e-05,2.2495412844036697,50.0,5.0,0.005,0.0016
299,SPY_15m_compiled_strategy_299,480,1.5686274509803921,0.4479166666666667,-0.039345065664292855,-0.04678253410385058,-8.010216698482461e-05,2.283333333333333,50.0,5.0,0.005,0.0018
